Timestamp,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,fl steer angle,fl drive velocity,fr steer angle,fr drive velocity,bl steer angle,bl drive velocity,br steer angle,br drive velocity,fl target angle,fl target velocity,fr target angle,fr target velocity,bl target angle,bl target velocity,br target angle,br target velocity,Heading,poseX,poseY,magnitude,magnitudeROC,filtered magnitudeROC,pitch,roll,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference
3.697846,2.3700003623962402,2.3700003172833157,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.709713,2.3700003623962402,2.3700003172833157,2.0,1.0,0.7792622447013855,0.7792622402459057,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.720299,2.3700003623962402,2.3700003172833157,2.0,1.0,0.7792622447013855,0.7792622402459057,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.749763,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.7792622402459057,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.7681,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.7792622402459057,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.778574,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.7792622402459057,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.789598,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.7792622402459057,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.80216,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.814098,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.825983,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.836825,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.847391,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.85902,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.871215,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.881913,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.893817,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.909747,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.921014,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.933091,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.978342,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
3.991084,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
4.019593,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
4.029813,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
4.042314,2.3700003623962402,2.36846633649543,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
4.052514,2.3700003623962402,2.3700003172833157,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
4.063599,2.3700003623962402,2.3700003172833157,2.0,1.0,0.7792622447013855,0.77772825945802,2.0,1.0,3.919320821762085,3.9193209130478133,2.0,1.0,2.362330436706543,2.3623304133438876,2.0,1.0,135.7910182097802,9.372176918986952E-7,44.648437755280185,2.5472715492469433E-7,224.56054164471306,-3.141387310279242E-7,135.35156383858157,3.728076762854471E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.44050071796141654,1.6252635718174222,0.0,0.0,0.0,0.0,0.0,135.7910182097802,0.0,-135.7910182097802,135.7910182097802,0.0,-135.7910182097802,44.648437755280185,0.0,-44.648437755280156,44.648437755280185,0.0,-44.648437755280156,224.56054164471306,0.0,135.43945835528694,224.56054164471306,0.0,135.43945835528694,135.35156383858157,0.0,-135.35156383858157,135.35156383858157,0.0,-135.35156383858157
